episode,level_id,level_name,total_reward,steps,success,epsilon,loss,collected_key,solved_puzzles,opened_door,moving_avg_reward,moving_success_rate
233,0,Classic Escape Room,-312,150,0,0.4965601763518939,0.3222412889947494,1,0,0,-386.06,0.0
234,2,Advanced Puzzle Room,-409,150,0,0.49507049582283824,0.336553269897898,1,0,0,-385.72,0.0
235,2,Advanced Puzzle Room,-414,150,0,0.49358528433536975,0.33351431543628374,1,1,0,-385.98,0.0
236,1,Alternative Maze Room,-352,150,0,0.49210452848236363,0.35768742016206184,1,1,0,-384.21,0.0
237,0,Classic Escape Room,-341,150,0,0.49062821489691655,0.30094456994285185,1,1,0,-383.4,0.0
238,1,Alternative Maze Room,-330,150,0,0.4891563302522258,0.30309113131215176,0,0,0,-381.87,0.0
239,2,Advanced Puzzle Room,-354,150,0,0.48768886126146915,0.3405690280844768,1,0,0,-380.4,0.0
240,2,Advanced Puzzle Room,-302,150,0,0.48622579467768473,0.3169428053994974,1,0,0,-378.45,0.0
241,1,Alternative Maze Room,-366,150,0,0.4847671172936517,0.3141683980325858,0,1,0,-377.9,0.0
242,1,Alternative Maze Room,-297,150,0,0.4833128159417707,0.3785157812635104,1,1,0,-376.27,0.0
243,0,Classic Escape Room,-389,150,0,0.4818628774939454,0.3116788483162721,1,0,0,-374.86,0.0
244,0,Classic Escape Room,-299,150,0,0.48041728886146357,0.33856426962961755,1,0,0,-373.61,0.0
245,0,Classic Escape Room,-313,150,0,0.4789760369948792,0.32845363989472387,1,1,0,-372.6,0.0
