episode,total_reward,steps,success,epsilon,loss,collected_key,solved_puzzles,opened_door,moving_avg_reward,moving_success_rate,moving_avg_loss
3164,259,22,1,0.03,0.10123839563774792,1,3,1,262.12,1.0,0.14591891553840367
3165,265,21,1,0.03,0.07375634896258514,1,3,1,262.18,1.0,0.1452280674640018
3166,265,21,1,0.03,0.06601165536613691,1,3,1,262.18,1.0,0.14475781658534134
3167,265,21,1,0.03,0.18981944326133954,1,3,1,262.24,1.0,0.14507764065094725
3168,259,22,1,0.03,0.033753937194970524,1,3,1,262.24,1.0,0.14465427039240328
3169,251,25,1,0.03,0.04739099234342575,1,3,1,262.1,1.0,0.14308587163148775
3170,265,21,1,0.03,0.14670036404970146,1,3,1,262.16,1.0,0.1434683565180613
3171,265,21,1,0.03,0.18603683777508281,1,3,1,262.22,1.0,0.14453897562652307
3172,265,21,1,0.03,0.1515846380609132,1,3,1,262.22,1.0,0.14526111156655755
3173,265,21,1,0.03,0.15216149935232742,1,3,1,262.22,1.0,0.14320608913475394
3174,259,22,1,0.03,0.0947230603884567,1,3,1,262.16,1.0,0.1436672997363018
3175,265,21,1,0.03,0.058057258082997235,1,3,1,262.16,1.0,0.14328342352631188
3176,259,22,1,0.03,0.14037679224698382,1,3,1,262.1,1.0,0.1443315545952344
3177,265,21,1,0.03,0.14184651958445707,1,3,1,262.16,1.0,0.14474092269643138
3178,265,21,1,0.03,0.236494577534142,1,3,1,262.16,1.0,0.1459450063310605
3179,259,22,1,0.03,0.06557257592000744,1,3,1,262.16,1.0,0.1459394882473459
3180,265,21,1,0.03,0.09471419770714073,1,3,1,262.3,1.0,0.14544273002183006
3181,265,21,1,0.03,0.14559717458628474,1,3,1,262.3,1.0,0.14411853872792912
3182,265,21,1,0.03,0.22122516731421152,1,3,1,262.3,1.0,0.1445476948374424
3183,265,21,1,0.03,0.10454995690711907,1,3,1,262.36,1.0,0.14447669956785725
3184,265,21,1,0.03,0.06624758438695044,1,3,1,262.36,1.0,0.14252698969314637
3185,259,22,1,0.03,0.1345809321342544,1,3,1,262.3,1.0,0.14344465443305038
3186,265,21,1,0.03,0.17908875670816218,1,3,1,262.38,1.0,0.14371815959940076
3187,265,21,1,0.03,0.1253709067546186,1,3,1,262.44,1.0,0.14305482058045002
3188,265,21,1,0.03,0.03156419151595661,1,3,1,262.44,1.0,0.14131640952315305
3189,265,21,1,0.03,0.2217117893908705,1,3,1,262.44,1.0,0.14121538795189081
3190,259,22,1,0.03,0.0911422001240267,1,3,1,262.44,1.0,0.14080978026525875
3191,265,21,1,0.03,0.07170191416073413,1,3,1,262.44,1.0,0.13947727331271756
3192,265,21,1,0.03,0.06404362485877105,1,3,1,262.46,1.0,0.13782283701805711
3193,265,21,1,0.03,0.10586204943025396,1,3,1,262.52,1.0,0.1371829509527757
3194,265,21,1,0.03,0.14441874780736508,1,3,1,262.52,1.0,0.13757404913183188
3195,263,23,1,0.03,0.09759491167800582,1,3,1,262.52,1.0,0.13700906056089618
3196,265,21,1,0.03,0.3536315260100223,1,3,1,262.52,1.0,0.13941839385976595
3197,265,21,1,0.03,0.1747286127702821,1,3,1,262.58,1.0,0.13955024899833543
3198,263,23,1,0.03,0.20944275674612625,1,3,1,262.56,1.0,0.13988480294959799
3199,263,23,1,0.03,0.06353533636454654,1,3,1,262.54,1.0,0.13893240526848472
3200,263,23,1,0.03,0.13723810673083947,1,3,1,262.52,1.0,0.13882777741971028
3201,259,22,1,0.03,0.2766852496530522,1,3,1,262.46,1.0,0.13877340670374605
3202,259,22,1,0.03,0.1111687789671123,1,3,1,262.4,1.0,0.13780646266093108
3203,265,21,1,0.03,0.034640765704569365,1,3,1,262.4,1.0,0.13719739060526343
3204,265,21,1,0.03,0.18991103857046082,1,3,1,262.46,1.0,0.13804411257927546
3205,253,23,1,0.03,0.12863591475331265,1,3,1,262.34,1.0,0.13857556135904583
3206,265,21,1,0.03,0.12821536431355135,1,3,1,262.34,1.0,0.13831972254596303
3207,265,21,1,0.03,0.1283376408031299,1,3,1,262.4,1.0,0.1375014477617749
3208,265,21,1,0.03,0.10416024231484958,1,3,1,262.4,1.0,0.13643136521977625
3209,263,23,1,0.03,0.11180506019002717,1,3,1,262.38,1.0,0.1353777905014534
3210,263,23,1,0.03,0.04406469914576282,1,3,1,262.36,1.0,0.13469024137087493
3211,265,21,1,0.03,0.20819147139610278,1,3,1,262.36,1.0,0.13539390943127702
3212,263,23,1,0.03,0.22779714769643286,1,3,1,262.42,1.0,0.13667820886818302
3213,265,21,1,0.03,0.10136127578360694,1,3,1,262.48,1.0,0.1368868045384952
3214,265,21,1,0.03,0.0355200053059629,1,3,1,262.48,1.0,0.13489295278678523
3215,257,24,1,0.03,0.14019282111742845,1,3,1,262.42,1.0,0.13586279109954816
3216,265,21,1,0.03,0.13439517882874324,1,3,1,262.48,1.0,0.13477883968488058
3217,259,22,1,0.03,0.07454873985526236,1,3,1,262.42,1.0,0.1337018442560919
3218,265,21,1,0.03,0.12108803979520287,1,3,1,262.42,1.0,0.13339446391988818
3219,263,23,1,0.03,0.02946470362012801,1,3,1,262.4,1.0,0.1314263713304631
3220,265,21,1,0.03,0.1255781241204767,1,3,1,262.4,1.0,0.13193808072980703
3221,263,23,1,0.03,0.13359577759452487,1,3,1,262.5,1.0,0.13126995572785044
3222,257,24,1,0.03,0.14159185260844728,1,3,1,262.42,1.0,0.13126304889672344
3223,265,21,1,0.03,0.09853899634132783,1,3,1,262.44,1.0,0.13029461071969134
3224,265,21,1,0.03,0.14665431165624232,1,3,1,262.5,1.0,0.13056033901170241
3225,265,21,1,0.03,0.0639413431996391,1,3,1,262.5,1.0,0.13070681658361274
3226,265,21,1,0.03,0.1456336329824158,1,3,1,262.5,1.0,0.1310338236197367
3227,259,22,1,0.03,0.06547075933353468,1,3,1,262.5,1.0,0.1306461964146026
3228,259,27,1,0.03,0.11204717187555852,1,3,1,262.44,1.0,0.1300730537739453
3229,265,21,1,0.03,0.11245888436124438,1,3,1,262.5,1.0,0.13081006613648433
3230,257,24,1,0.03,0.10173779943337043,1,3,1,262.56,1.0,0.1312978586780677
3231,265,21,1,0.03,0.06595121714330855,1,3,1,262.62,1.0,0.13157415437495687
3232,265,21,1,0.03,0.23114277626432123,1,3,1,262.62,1.0,0.13163592722427894
3233,265,21,1,0.03,0.1550158273783468,1,3,1,262.62,1.0,0.1303782850688545
3234,253,23,1,0.03,0.07738186945409878,1,3,1,262.64,1.0,0.12920774589511147
3235,265,21,1,0.03,0.07260883014116969,1,3,1,262.64,1.0,0.12941789301818574
3236,265,21,1,0.03,0.06993151079153731,1,3,1,262.64,1.0,0.12801846003422673
3237,263,23,1,0.03,0.12317104807690434,1,3,1,262.62,1.0,0.12859054468318173
3238,263,23,1,0.03,0.20368145904301302,1,3,1,262.72,1.0,0.1274837392887376
3239,251,25,1,0.03,0.12411126248538494,1,3,1,262.58,1.0,0.12852313002169757
3240,265,21,1,0.03,0.18619640464229242,1,3,1,262.58,1.0,0.12781623081745053
3241,259,22,1,0.03,0.23133137060159986,1,3,1,262.52,1.0,0.12822998825954005
3242,259,22,1,0.03,0.04193516037511555,1,3,1,262.5,1.0,0.12693480235450547
3243,265,21,1,0.03,0.17850236576937495,1,3,1,262.5,1.0,0.12682856060002753
3244,257,24,1,0.03,0.11396901647094637,1,3,1,262.48,1.0,0.12679520483487702
3245,265,21,1,0.03,0.1729160367200772,1,3,1,262.48,1.0,0.1269869758424191
3246,265,21,1,0.03,0.14121453135850884,1,3,1,262.48,1.0,0.1276395317003372
3247,263,23,1,0.03,0.12319500043826259,1,3,1,262.46,1.0,0.1271920482455699
3248,259,22,1,0.03,0.08760522174733607,1,3,1,262.4,1.0,0.12595921952479072
3249,265,21,1,0.03,0.09816532258299135,1,3,1,262.46,1.0,0.125912258606949
3250,253,23,1,0.03,0.02994659567332786,1,3,1,262.34,1.0,0.12472831082561676
3251,265,21,1,0.03,0.06496577674434298,1,3,1,262.46,1.0,0.12509780666669928
3252,265,21,1,0.03,0.12394403076420228,1,3,1,262.48,1.0,0.1254227164105657
3253,251,25,1,0.03,0.14452238146215676,1,3,1,262.4,1.0,0.12556042830710987
3254,265,21,1,0.03,0.10983348176592872,1,3,1,262.4,1.0,0.12636209179987176
3255,265,21,1,0.03,0.27769780522655874,1,3,1,262.46,1.0,0.12703818900084557
3256,265,21,1,0.03,0.01559121259266422,1,3,1,262.46,1.0,0.12610025161672905
3257,257,24,1,0.03,0.08485982570952426,1,3,1,262.5,1.0,0.12628615209383778
3258,257,24,1,0.03,0.25791161592739326,1,3,1,262.42,1.0,0.12818588297864042
3259,263,23,1,0.03,0.14355677422945914,1,3,1,262.46,1.0,0.12771593754313673
3260,263,23,1,0.03,0.19479915175748908,1,3,1,262.44,1.0,0.127848360313624
3261,257,24,1,0.03,0.0655250723939389,1,3,1,262.36,1.0,0.12614790800015385
3262,265,21,1,0.03,0.1202217551569144,1,3,1,262.42,1.0,0.12644207784414094
3263,265,21,1,0.03,0.06564766709648427,1,3,1,262.48,1.0,0.12497997509154272
3264,265,21,1,0.03,0.13943291091847987,1,3,1,262.54,1.0,0.12536192024435006
3265,265,21,1,0.03,0.09493308656272434,1,3,1,262.54,1.0,0.12557368762035143
3266,265,21,1,0.03,0.13980471777419248,1,3,1,262.54,1.0,0.126311618244432
3267,259,22,1,0.03,0.14610483954575929,1,3,1,262.48,1.0,0.12587447220727618
3268,259,22,1,0.03,0.2135790977627039,1,3,1,262.48,1.0,0.12767272381295353
3269,259,22,1,0.03,0.06525365466421301,1,3,1,262.56,1.0,0.1278513504361614
3270,253,23,1,0.03,0.1397710481415624,1,3,1,262.44,1.0,0.12778205727708
3271,259,22,1,0.03,0.10198021747849205,1,3,1,262.38,1.0,0.1269414910741141
3272,253,23,1,0.03,0.13744517334777376,1,3,1,262.26,1.0,0.1268000964269827
3273,265,21,1,0.03,0.04353498215121882,1,3,1,262.26,1.0,0.12571383125497163
3274,259,22,1,0.03,0.05755797875198451,1,3,1,262.26,1.0,0.1253421804386069
3275,265,21,1,0.03,0.3087901026675744,1,3,1,262.26,1.0,0.12784950888445265
3276,259,22,1,0.03,0.06453104945831001,1,3,1,262.26,1.0,0.12709105145656593
3277,263,23,1,0.03,0.15751429371859715,1,3,1,262.24,1.0,0.12724772919790733
3278,257,24,1,0.03,0.09049916461420555,1,3,1,262.16,1.0,0.12578777506870797
3279,265,21,1,0.03,0.06483285936216514,1,3,1,262.22,1.0,0.12578037790312954
3280,265,21,1,0.03,0.039768787411352,1,3,1,262.22,1.0,0.12523092380017165
3281,259,22,1,0.03,0.14370586519891565,1,3,1,262.16,1.0,0.12521201070629798
3282,265,21,1,0.03,0.07409142880212694,1,3,1,262.16,1.0,0.12374067332117711
3283,265,21,1,0.03,0.0615502478820937,1,3,1,262.16,1.0,0.12331067623092686
3284,259,22,1,0.03,0.04099375238134102,1,3,1,262.1,1.0,0.12305813791087078
3285,259,22,1,0.03,0.0299130610444329,1,3,1,262.1,1.0,0.12201145919997256
3286,265,21,1,0.03,0.14638235309116898,1,3,1,262.1,1.0,0.12168439516380262
3287,259,22,1,0.03,0.0869652361778373,1,3,1,262.04,1.0,0.12130033845803481
3288,265,21,1,0.03,0.02879882665971915,1,3,1,262.04,1.0,0.12127268480947244
3289,257,24,1,0.03,0.10197404764282207,1,3,1,261.96,1.0,0.12007530739199196
3290,261,25,1,0.03,0.09226690158247948,1,3,1,261.98,1.0,0.12008655440657648
3291,265,21,1,0.03,0.30345346020268543,1,3,1,261.98,1.0,0.12240406986699598
3292,259,22,1,0.03,0.09997923672199249,1,3,1,261.92,1.0,0.1227634259856282
3293,265,21,1,0.03,0.06163286368939139,1,3,1,261.92,1.0,0.12232113412821959
3294,257,24,1,0.03,0.08960505850457896,1,3,1,261.84,1.0,0.12177299723519171
3295,259,22,1,0.03,0.026834978616203774,1,3,1,261.8,1.0,0.1210653979045737
3296,265,21,1,0.03,0.1848245110540163,1,3,1,261.8,1.0,0.11937732775501363
3297,263,23,1,0.03,0.050370286259314286,1,3,1,261.78,1.0,0.11813374448990396
3298,265,21,1,0.03,0.12556527421942779,1,3,1,261.8,1.0,0.11729496966463698
3299,265,21,1,0.03,0.06374314414071185,1,3,1,261.82,1.0,0.11729704774239863
3300,263,23,1,0.03,0.12196721363326778,1,3,1,261.82,1.0,0.11714433881142292
3301,265,21,1,0.03,0.05454980200600056,1,3,1,261.88,1.0,0.11492298433495239
3302,261,25,1,0.03,0.06143749449402094,1,3,1,261.9,1.0,0.11442567149022148
3303,265,21,1,0.03,0.06468554129380555,1,3,1,261.9,1.0,0.11472611924611384
3304,259,22,1,0.03,0.06707422340034762,1,3,1,261.84,1.0,0.11349775109441271
3305,265,21,1,0.03,0.1272604548860164,1,3,1,261.96,1.0,0.11348399649573976
3306,265,21,1,0.03,0.033914725872732344,1,3,1,261.96,1.0,0.11254099011133155
3307,265,21,1,0.03,0.0797838011667842,1,3,1,261.96,1.0,0.1120554517149681
3308,265,21,1,0.03,0.10267272360977672,1,3,1,261.96,1.0,0.11204057652791738
3309,263,23,1,0.03,0.026358048350590725,1,3,1,261.96,1.0,0.11118610640952302
3310,257,24,1,0.03,0.15302299576190612,1,3,1,261.9,1.0,0.11227568937568444
3311,265,21,1,0.03,0.12707987884503036,1,3,1,261.9,1.0,0.11146457345017372
3312,265,21,1,0.03,0.021771615969815424,1,3,1,261.92,1.0,0.10940431813290755
3313,259,22,1,0.03,0.0979893767613579,1,3,1,261.86,1.0,0.10937059914268506
3314,265,21,1,0.03,0.10333104032490935,1,3,1,261.86,1.0,0.11004870949287451
3315,265,21,1,0.03,0.061073539179882834,1,3,1,261.94,1.0,0.10925751667349907
3316,265,21,1,0.03,0.12983534644756997,1,3,1,261.94,1.0,0.10921191834968733
3317,259,22,1,0.03,0.13286882994527166,1,3,1,261.94,1.0,0.10979511925058741
3318,257,24,1,0.03,0.139683976653032,1,3,1,261.86,1.0,0.10998107861916571
3319,259,22,1,0.03,0.13121168975802985,1,3,1,261.82,1.0,0.11099854848054473
3320,265,21,1,0.03,0.13814701193145343,1,3,1,261.82,1.0,0.1111242373586545
3321,257,24,1,0.03,0.05190555192530155,1,3,1,261.76,1.0,0.11030733510196226
3322,265,21,1,0.03,0.11501111533670198,1,3,1,261.84,1.0,0.11004152772924482
3323,257,24,1,0.03,0.17978700269789746,1,3,1,261.76,1.0,0.1108540077928105
3324,265,21,1,0.03,0.13476308129195655,1,3,1,261.76,1.0,0.11073509548916766
3325,265,21,1,0.03,0.19554705540871337,1,3,1,261.76,1.0,0.11205115261125838
3326,265,21,1,0.03,0.035910925295736106,1,3,1,261.76,1.0,0.1109539255343916
3327,259,22,1,0.03,0.030908189036629417,1,3,1,261.76,1.0,0.11060829983142254
3328,260,22,1,0.03,0.025731611742892048,1,3,1,261.77,1.0,0.10974514423009588
3329,265,21,1,0.03,0.06340033902476232,1,3,1,261.77,1.0,0.10925455877673106
3330,259,22,1,0.03,0.08581000088121403,1,3,1,261.79,1.0,0.1090952807912095
3331,257,24,1,0.03,0.08749649413706113,1,3,1,261.71,1.0,0.10931073356114701
3332,265,21,1,0.03,0.18066691789066508,1,3,1,261.71,1.0,0.10880597497741046
3333,261,25,1,0.03,0.21643700106069447,1,3,1,261.67,1.0,0.10942018671423394
3334,259,22,1,0.03,0.10298904107714241,1,3,1,261.73,1.0,0.10967625843046439
3335,265,21,1,0.03,0.035779718753127826,1,3,1,261.73,1.0,0.10930796731658395
3336,259,22,1,0.03,0.19501825104552237,1,3,1,261.67,1.0,0.11055883471912381
3337,265,21,1,0.03,0.08902144449807349,1,3,1,261.69,1.0,0.1102173386833355
3338,265,21,1,0.03,0.026288465020202455,1,3,1,261.71,1.0,0.10844340874310739
3339,263,23,1,0.03,0.0904058911635176,1,3,1,261.83,1.0,0.10810635502988872
3340,265,21,1,0.03,0.09697313074554716,1,3,1,261.83,1.0,0.10721412229092125
3341,265,21,1,0.03,0.11689521310230096,1,3,1,261.89,1.0,0.10606976071592827
3342,265,21,1,0.03,0.10703168676367827,1,3,1,261.95,1.0,0.10672072597981391
3343,259,22,1,0.03,0.20852519660680133,1,3,1,261.89,1.0,0.10702095428818817
3344,265,21,1,0.03,0.15286470333202964,1,3,1,261.97,1.0,0.107409911156799
3345,259,22,1,0.03,0.23603000813587147,1,3,1,261.91,1.0,0.10804105087095695
3346,265,21,1,0.03,0.1597616185345465,1,3,1,261.91,1.0,0.10822652174271731
3347,257,24,1,0.03,0.17305788731512925,1,3,1,261.85,1.0,0.108725150611486
3348,265,21,1,0.03,0.05561299772844428,1,3,1,261.91,1.0,0.10840522837129705
3349,265,21,1,0.03,0.12346964755228587,1,3,1,261.91,1.0,0.10865827162099001
3350,265,21,1,0.03,0.07229049180057787,1,3,1,262.03,1.0,0.10908171058226251
3351,259,22,1,0.03,0.2255750548687171,1,3,1,261.97,1.0,0.11068780336350625
3352,257,24,1,0.03,0.09165620551599811,1,3,1,261.89,1.0,0.11036492511102422
3353,265,21,1,0.03,0.16555574616151197,1,3,1,262.03,1.0,0.11057525875801776
3354,253,23,1,0.03,0.034072768631512707,1,3,1,261.91,1.0,0.1098176516266736
3355,259,22,1,0.03,0.013878562212498351,1,3,1,261.85,1.0,0.10717945919653299
3356,265,21,1,0.03,0.08740335172929224,1,3,1,261.85,1.0,0.10789758058789928
3357,265,21,1,0.03,0.022753938322975523,1,3,1,261.93,1.0,0.10727652171403379
3358,247,24,1,0.03,0.037085966245892145,1,3,1,261.83,1.0,0.10506826521721878
3359,254,23,1,0.03,0.11843809007626513,1,3,1,261.74,1.0,0.10481707837568685
3360,265,21,1,0.03,0.02584623084181831,1,3,1,261.76,1.0,0.10312754916653014
3361,265,21,1,0.03,0.05691419772448994,1,3,1,261.84,1.0,0.10304144041983564
3362,265,21,1,0.03,0.04180070190202622,1,3,1,261.84,1.0,0.10225722988728676
3363,265,21,1,0.03,0.09562982277323802,1,3,1,261.84,1.0,0.1025570514440543
3364,265,21,1,0.03,0.060355497435444876,1,3,1,261.84,1.0,0.10176627730922394
3365,265,21,1,0.03,0.17588194495155698,1,3,1,261.84,1.0,0.10257576589311228
3366,259,22,1,0.03,0.020964429375122894,1,3,1,261.78,1.0,0.10138736300912157
3367,265,21,1,0.03,0.15444446689937086,1,3,1,261.84,1.0,0.1014707592826577
3368,265,21,1,0.03,0.06816605571657419,1,3,1,261.9,1.0,0.1000166288621964
3369,265,21,1,0.03,0.10198186147248461,1,3,1,261.96,1.0,0.10038391093027911
3370,265,21,1,0.03,0.0635169239803439,1,3,1,262.08,1.0,0.09962136968866693
3371,265,21,1,0.03,0.054413373449019024,1,3,1,262.14,1.0,0.09914570124837219
3372,253,23,1,0.03,0.05853094318476708,1,3,1,262.14,1.0,0.09835655894674213
3373,260,22,1,0.03,0.09172307564453645,1,3,1,262.09,1.0,0.0988384398816753
3374,259,22,1,0.03,0.0222092352765189,1,3,1,262.09,1.0,0.09848495244692065
3375,263,23,1,0.03,0.027734637138960155,1,3,1,262.07,1.0,0.0956743977916345
3376,265,21,1,0.03,0.05797212451164212,1,3,1,262.13,1.0,0.09560880854216784
3377,265,21,1,0.03,0.14618452775868632,1,3,1,262.15,1.0,0.09549551088256873
3378,265,21,1,0.03,0.09959924389563855,1,3,1,262.23,1.0,0.09558651167538307
3379,251,25,1,0.03,0.15615285065025092,1,3,1,262.09,1.0,0.09649971158826391
3380,265,21,1,0.03,0.031386950851551125,1,3,1,262.09,1.0,0.0964158932226659
3381,265,21,1,0.03,0.08536081042672906,1,3,1,262.15,1.0,0.09583244267494404
3382,265,21,1,0.03,0.06986518958139987,1,3,1,262.15,1.0,0.09579018028273677
3383,263,23,1,0.03,0.07207741207726624,1,3,1,262.13,1.0,0.09589545192468849
3384,265,21,1,0.03,0.08935226140809911,1,3,1,262.19,1.0,0.09637903701495608
3385,257,24,1,0.03,0.09863187106869493,1,3,1,262.17,1.0,0.09706622511519869
3386,265,21,1,0.03,0.05501810820507152,1,3,1,262.17,1.0,0.09615258266633772
3387,265,21,1,0.03,0.023379740039152757,1,3,1,262.23,1.0,0.09551672770495086
3388,265,21,1,0.03,0.020778114597002666,1,3,1,262.23,1.0,0.0954365205843237
3389,265,21,1,0.03,0.08202218282080832,1,3,1,262.31,1.0,0.09523700193610357
3390,259,22,1,0.03,0.09370145100084218,1,3,1,262.29,1.0,0.0952513474302872
3391,265,21,1,0.03,0.13061602347131288,1,3,1,262.29,1.0,0.09352297306297347
3392,265,21,1,0.03,0.17891093086273896,1,3,1,262.35,1.0,0.09431229000438095
3393,265,21,1,0.03,0.061606565135575476,1,3,1,262.35,1.0,0.09431202701884278
3394,259,22,1,0.03,0.06084312392737378,1,3,1,262.37,1.0,0.09402440767307073
3395,265,21,1,0.03,0.0540261819204759,1,3,1,262.43,1.0,0.09429631970611345
3396,259,22,1,0.03,0.02801397294652733,1,3,1,262.37,1.0,0.09272821432503855
3397,265,21,1,0.03,0.08366286932002931,1,3,1,262.39,1.0,0.0930611401556457
3398,253,23,1,0.03,0.04630379941638397,1,3,1,262.27,1.0,0.09226852540761526
3399,261,25,1,0.03,0.16959713719785213,1,3,1,262.23,1.0,0.09332706533818667
3400,265,21,1,0.03,0.03218765893862361,1,3,1,262.25,1.0,0.09242926979124023
3401,265,21,1,0.03,0.056497711688280106,1,3,1,262.25,1.0,0.09244874888806302
3402,263,23,1,0.03,0.15060368326047194,1,3,1,262.27,1.0,0.09334041077572752
3403,253,23,1,0.03,0.09684155148494503,1,3,1,262.15,1.0,0.09366197087763893
3404,263,23,1,0.03,0.06506225750174212,1,3,1,262.19,1.0,0.09364185121865287
3405,265,21,1,0.03,0.18101251196293605,1,3,1,262.19,1.0,0.09417937178942207
3406,259,22,1,0.03,0.026953130156140436,1,3,1,262.13,1.0,0.09410975583225616
3407,261,25,1,0.03,0.025378071628510954,1,3,1,262.09,1.0,0.09356569853687341
3408,265,21,1,0.03,0.021681305730626696,1,3,1,262.09,1.0,0.09275578435808192
3409,257,24,1,0.03,0.0853937264570656,1,3,1,262.03,1.0,0.09334614113914666
3410,265,21,1,0.03,0.06269759556189888,1,3,1,262.11,1.0,0.0924428871371466
3411,259,22,1,0.03,0.029621872034939854,1,3,1,262.05,1.0,0.09146830706904568
3412,265,21,1,0.03,0.050363113482793175,1,3,1,262.05,1.0,0.09175422204417547
3413,265,21,1,0.03,0.18351798092148133,1,3,1,262.11,1.0,0.0926095080857767
3414,265,21,1,0.03,0.1986928525868626,1,3,1,262.11,1.0,0.09356312620839624
3415,265,21,1,0.03,0.10382631753704377,1,3,1,262.11,1.0,0.09399065399196785
3416,265,21,1,0.03,0.0632848319198404,1,3,1,262.11,1.0,0.09332514884669055
3417,247,24,1,0.03,0.15073764720000327,1,3,1,261.99,1.0,0.09350383701923785
3418,263,23,1,0.03,0.026972414642248466,1,3,1,262.05,1.0,0.09237672139913004
3419,265,21,1,0.03,0.057146095914677494,1,3,1,262.11,1.0,0.09163606546069651
3420,265,21,1,0.03,0.16195834521204233,1,3,1,262.11,1.0,0.09187417879350239
3421,259,22,1,0.03,0.08176414516161788,1,3,1,262.13,1.0,0.09217276472586557
3422,259,22,1,0.03,0.02779267779128118,1,3,1,262.07,1.0,0.09130058035041135
3423,265,21,1,0.03,0.06520749406800383,1,3,1,262.15,1.0,0.09015478526411241
3424,265,21,1,0.03,0.07035223820379802,1,3,1,262.15,1.0,0.08951067683323083
3425,259,22,1,0.03,0.0342659632336687,1,3,1,262.09,1.0,0.08789786591148038
3426,263,23,1,0.03,0.08562312234678994,1,3,1,262.07,1.0,0.08839498788199092
3427,265,21,1,0.03,0.11836985241444338,1,3,1,262.13,1.0,0.08926960451576907
3428,265,21,1,0.03,0.03741691571970781,1,3,1,262.18,1.0,0.08938645755553722
3429,259,22,1,0.03,0.02543611549348994,1,3,1,262.12,1.0,0.0890068153202245
3430,257,24,1,0.03,0.09067120882294451,1,3,1,262.1,1.0,0.0890554273996418
3431,265,21,1,0.03,0.0784601957226793,1,3,1,262.18,1.0,0.08896506441549798
3432,265,21,1,0.03,0.12357227639516905,1,3,1,262.18,1.0,0.08839411800054302
3433,261,25,1,0.03,0.1324075307138264,1,3,1,262.18,1.0,0.08755382329707434
3434,265,21,1,0.03,0.06498247331806592,1,3,1,262.24,1.0,0.08717375761948358
3435,259,22,1,0.03,0.08912200349467722,1,3,1,262.18,1.0,0.08770718046689907
3436,261,25,1,0.03,0.015977762117981912,1,3,1,262.2,1.0,0.08591677557762367
3437,265,21,1,0.03,0.014195964139487063,1,3,1,262.2,1.0,0.08516852077403779
3438,265,21,1,0.03,0.2029724180964487,1,3,1,262.2,1.0,0.08693536030480026
3439,259,22,1,0.03,0.059887131887742064,1,3,1,262.16,1.0,0.0866301727120425
3440,265,21,1,0.03,0.06183514885959171,1,3,1,262.16,1.0,0.08627879289318295
3441,265,21,1,0.03,0.057102649250910395,1,3,1,262.16,1.0,0.08568086725466906
3442,265,21,1,0.03,0.06756461926159404,1,3,1,262.16,1.0,0.08528619657964821
3443,265,21,1,0.03,0.048660146161204294,1,3,1,262.22,1.0,0.08368754607519223
3444,259,22,1,0.03,0.06638372092592446,1,3,1,262.16,1.0,0.08282273625113118
3445,265,21,1,0.03,0.06625657346809194,1,3,1,262.22,1.0,0.08112500190445339
3446,263,23,1,0.03,0.10459116068871124,1,3,1,262.2,1.0,0.08057329732599504
3447,259,22,1,0.03,0.06078017714687369,1,3,1,262.22,1.0,0.07945052022431248
3448,263,23,1,0.03,0.04131714538063692,1,3,1,262.2,1.0,0.0793075617008344
3449,259,22,1,0.03,0.0319036114114252,1,3,1,262.14,1.0,0.0783919013394258
3450,265,21,1,0.03,0.014624625777027436,1,3,1,262.14,1.0,0.0778152426791903
3451,265,21,1,0.03,0.09499374739382238,1,3,1,262.2,1.0,0.07650942960444135
3452,265,21,1,0.03,0.06082178082405811,1,3,1,262.28,1.0,0.07620108535752194
3453,257,24,1,0.03,0.02336655502828459,1,3,1,262.2,1.0,0.07477919344618968
3454,253,23,1,0.03,0.08370354024531401,1,3,1,262.2,1.0,0.07527550116232769
3455,257,24,1,0.03,0.028218758370106418,1,3,1,262.18,1.0,0.07541890312390376
3456,265,21,1,0.03,0.10080677191061634,1,3,1,262.18,1.0,0.07555293732571701
3457,265,21,1,0.03,0.10943550527805374,1,3,1,262.18,1.0,0.07641975299526779
3458,265,21,1,0.03,0.0771853777890404,1,3,1,262.36,1.0,0.07682074711069928
3459,265,21,1,0.03,0.06418165972545034,1,3,1,262.47,1.0,0.07627818280719112
3460,259,22,1,0.03,0.023180985188280993,1,3,1,262.41,1.0,0.07625153035065575
3461,254,23,1,0.03,0.14217540799923564,1,3,1,262.3,1.0,0.0771041424534032
3462,259,22,1,0.03,0.13847692031413317,1,3,1,262.24,1.0,0.07807090463752428
3463,265,21,1,0.03,0.07502930292061397,1,3,1,262.24,1.0,0.07786489943899805
3464,265,21,1,0.03,0.039189803458395456,1,3,1,262.24,1.0,0.07765324249922755
3465,259,22,1,0.03,0.025853489821946078,1,3,1,262.18,1.0,0.07615295794793144
3466,259,22,1,0.03,0.07932792862199924,1,3,1,262.18,1.0,0.0767365929404002
3467,259,22,1,0.03,0.06495369737967849,1,3,1,262.12,1.0,0.07584168524520328
3468,259,22,1,0.03,0.09996115289289843,1,3,1,262.06,1.0,0.07615963621696652
3469,265,21,1,0.03,0.10941044352061692,1,3,1,262.06,1.0,0.07623392203744783
3470,265,21,1,0.03,0.0675584070295805,1,3,1,262.06,1.0,0.0762743368679402
3471,265,21,1,0.03,0.06043033128870385,1,3,1,262.06,1.0,0.07633450644633705
3472,265,21,1,0.03,0.1095006839771356,1,3,1,262.18,1.0,0.07684420385426073
